,group,variable,value,articles
335,2015-02,2011,3,Artificial intelligence and nanotechnology 'threaten civilisation'<br><br>Driverless big rigs: new technologies aim for greener trucking<br><br>Google develops computer program capable of learning tasks independently
336,2015-02,2012,2,Is it a surprise China will surpass US in R&D spending by 2019? Not really | Larry Elliott<br><br>Driverless big rigs: new technologies aim for greener trucking
337,2015-02,2013,3,Robots are leaving the factory floor and heading for your desk  and your job<br><br>Driverless big rigs: new technologies aim for greener trucking<br><br>3D-printed cities: is this the future?
338,2015-02,2014,7,"Robots are leaving the factory floor and heading for your desk  and your job<br><br>Artificial intelligence and nanotechnology 'threaten civilisation'<br><br>Google warns of US government 'hacking any facility' in the world<br><br>First full body transplant is two years away, surgeon claims<br><br>Driverless big rigs: new technologies aim for greener trucking<br><br>3D-printed cities: is this the future?<br><br>Google develops computer program capable of learning tasks independently"
339,2015-02,2016,2,Mars One mission: a one-way trip to the red planet in 2024<br><br>Driverless big rigs: new technologies aim for greener trucking
340,2015-02,2017,1,Driverless big rigs: new technologies aim for greener trucking
341,2015-02,2018,2,Mars One mission: a one-way trip to the red planet in 2024<br><br>Driverless big rigs: new technologies aim for greener trucking
342,2015-02,2019,1,Is it a surprise China will surpass US in R&D spending by 2019? Not really | Larry Elliott
343,2015-02,2020,3,Mars One mission: a one-way trip to the red planet in 2024<br><br>What will happen when the internet of things becomes artificially intelligent?<br><br>The future of waste: five things to look for by 2025
344,2015-02,2022,2,Mars One mission: a one-way trip to the red planet in 2024<br><br>Driverless big rigs: new technologies aim for greener trucking
345,2015-02,2024,1,Mars One mission: a one-way trip to the red planet in 2024
346,2015-02,2025,3,Robots are leaving the factory floor and heading for your desk  and your job<br><br>The future of waste: five things to look for by 2025<br><br>Driverless big rigs: new technologies aim for greener trucking
347,2015-02,2026,1,Mars One mission: a one-way trip to the red planet in 2024
355,2015-03,1974,1,Let's all move to Mars! The space architects shaping our future
356,2015-03,1982,1,Google boss warns of 'forgotten century' with email and photos at risk
357,2015-03,1984,1,"Monica Lewinsky, self-driving cars and human trafficking: what I learned at TED2015"
358,2015-03,1990,1,"Monica Lewinsky, self-driving cars and human trafficking: what I learned at TED2015"
359,2015-03,1992,1,"Afrofuturism to everyday futurists: new kinds of artists, power & tech"
360,2015-03,1993,1,Google boss warns of 'forgotten century' with email and photos at risk
361,2015-03,1996,1,"Afrofuturism to everyday futurists: new kinds of artists, power & tech"
362,2015-03,1998,2,"Let's all move to Mars! The space architects shaping our future<br><br>Monica Lewinsky, self-driving cars and human trafficking: what I learned at TED2015"
363,2015-03,1999,1,David Graeber interview: So many people spend their working lives doing jobs they think are unnecessary
364,2015-03,2000,1,David Graeber interview: So many people spend their working lives doing jobs they think are unnecessary
365,2015-03,2001,1,Iron maiden voyage: world's largest aircraft looking for investors
366,2015-03,2004,1,David Graeber interview: So many people spend their working lives doing jobs they think are unnecessary
367,2015-03,2005,2,Google boss warns of 'forgotten century' with email and photos at risk<br><br>David Graeber interview: So many people spend their working lives doing jobs they think are unnecessary
368,2015-03,2008,2,David Graeber interview: So many people spend their working lives doing jobs they think are unnecessary<br><br>Iron maiden voyage: world's largest aircraft looking for investors
369,2015-03,2009,2,"Afrofuturism to everyday futurists: new kinds of artists, power & tech<br><br>David Graeber interview: So many people spend their working lives doing jobs they think are unnecessary"
370,2015-03,2010,1,Let's all move to Mars! The space architects shaping our future
371,2015-03,2011,2,"Afrofuturism to everyday futurists: new kinds of artists, power & tech<br><br>David Graeber interview: So many people spend their working lives doing jobs they think are unnecessary"
372,2015-03,2012,3,"Electric cars could cut oil imports 40% by 2030, says study<br><br>Afrofuturism to everyday futurists: new kinds of artists, power & tech<br><br>Facebook 'tracks all visitors, breaching EU law'"
373,2015-03,2013,4,"Electric cars could cut oil imports 40% by 2030, says study<br><br>Afrofuturism to everyday futurists: new kinds of artists, power & tech<br><br>Why do we find it hard to torture robots?<br><br>David Graeber interview: So many people spend their working lives doing jobs they think are unnecessary"
374,2015-03,2014,10,"Hendo hoverboard: Where were going we dont need roads<br><br>Electric cars could cut oil imports 40% by 2030, says study<br><br>Afrofuturism to everyday futurists: new kinds of artists, power & tech<br><br>Let's all move to Mars! The space architects shaping our future<br><br>False memories implanted into the brains of sleeping mice | Mo Costandi<br><br>Elon Musk: self-driving cars could lead to ban on human drivers<br><br>David Graeber interview: So many people spend their working lives doing jobs they think are unnecessary<br><br>Facebook successfully tests laser drones in UK skies<br><br>Study shows humans are evolving faster than previously thought<br><br>Iron maiden voyage: world's largest aircraft looking for investors"
375,2015-03,2016,2,Lung cancer stem cell therapy to be trialled in UK<br><br>Google boss warns of 'forgotten century' with email and photos at risk
376,2015-03,2020,1,"Electric cars could cut oil imports 40% by 2030, says study"
377,2015-03,2024,1,Let's all move to Mars! The space architects shaping our future
378,2015-03,2030,3,"Insurers worry self-driving cars could put a dent in their business<br><br>Electric cars could cut oil imports 40% by 2030, says study<br><br>Fully automated luxury communism"
379,2015-03,2050,1,"Electric cars could cut oil imports 40% by 2030, says study"
380,2015-03,2060,2,"Insurers worry self-driving cars could put a dent in their business<br><br>Afrofuturism to everyday futurists: new kinds of artists, power & tech"
381,2015-03,2065,1,Let's all move to Mars! The space architects shaping our future
388,2015-04,1988,1,Can the world economy survive without fossil fuels? | Larry Elliott
389,2015-04,1989,1,End of the car age: how cities are outgrowing the automobile
390,2015-04,1995,3,UN urged to ban 'killer robots' before they can be developed<br><br>UK opposes international ban on developing 'killer robots'<br><br>End of the car age: how cities are outgrowing the automobile
391,2015-04,1997,1,End of the car age: how cities are outgrowing the automobile
392,2015-04,1999,1,The future of loneliness | Olivia Laing
393,2015-04,2005,1,End of the car age: how cities are outgrowing the automobile
394,2015-04,2006,2,Can the world economy survive without fossil fuels? | Larry Elliott<br><br>UN urged to ban 'killer robots' before they can be developed
395,2015-04,2007,2,The future of loneliness | Olivia Laing<br><br>Can the world economy survive without fossil fuels? | Larry Elliott
396,2015-04,2008,3,Can the world economy survive without fossil fuels? | Larry Elliott<br><br>UK opposes international ban on developing 'killer robots'<br><br>End of the car age: how cities are outgrowing the automobile
397,2015-04,2010,1,The future of loneliness | Olivia Laing
398,2015-04,2011,1,The future of loneliness | Olivia Laing
399,2015-04,2014,3,Can the world economy survive without fossil fuels? | Larry Elliott<br><br>EU clears path for 17 new GM foods<br><br>End of the car age: how cities are outgrowing the automobile
400,2015-04,2016,3,The future of loneliness | Olivia Laing<br><br>Can the world economy survive without fossil fuels? | Larry Elliott<br><br>End of the car age: how cities are outgrowing the automobile
401,2015-04,2020,1,Can the world economy survive without fossil fuels? | Larry Elliott
402,2015-04,2030,1,Can the world economy survive without fossil fuels? | Larry Elliott
403,2015-04,2035,1,Can the world economy survive without fossil fuels? | Larry Elliott
404,2015-04,2040,1,End of the car age: how cities are outgrowing the automobile
405,2015-04,2043,1,Can the world economy survive without fossil fuels? | Larry Elliott
406,2015-04,2050,1,End of the car age: how cities are outgrowing the automobile
411,2015-05,1974,1,The coming 'tsunami of debt' and financial crisis in America
412,2015-05,1983,1,The coming 'tsunami of debt' and financial crisis in America
413,2015-05,1988,1,Could this be the world's most efficient solar electricity system?
414,2015-05,1989,1,Crispr: is it a good idea to upgrade our DNA?
415,2015-05,1992,1,Meet the Brooklyn Futurist: the group using Star Trek to save the world
416,2015-05,1997,1,What would you pay to be happy?
417,2015-05,1999,1,How can our future Mars colonies be free of sexism and racism? | Martin Robbins
418,2015-05,2002,1,What would you pay to be happy?
419,2015-05,2005,2,What would you pay to be happy?<br><br>Google a step closer to developing machines with human-like intelligence
420,2015-05,2007,1,The coming 'tsunami of debt' and financial crisis in America
421,2015-05,2008,2,What would you pay to be happy?<br><br>Could this be the world's most efficient solar electricity system?
422,2015-05,2009,1,"Fossil fuels subsidised by $10m a minute, says IMF"
423,2015-05,2010,1,The coming 'tsunami of debt' and financial crisis in America
424,2015-05,2012,3,The coming 'tsunami of debt' and financial crisis in America<br><br>Crispr: is it a good idea to upgrade our DNA?<br><br>Will automation and the internet of things lead to mass unemployment?
425,2015-05,2013,9,"The coming 'tsunami of debt' and financial crisis in America<br><br>Kano raises $15m to take its computer kits for kids beyond coding<br><br>Crispr: is it a good idea to upgrade our DNA?<br><br>Fossil fuels subsidised by $10m a minute, says IMF<br><br>Google a step closer to developing machines with human-like intelligence<br><br>Brain implant controls robotic arm - with the power of thought<br><br>The false-alarmists behind this shrinking population panic | Dean Baker<br><br>Shell accused of strategy risking catastrophic climate change<br><br>Will automation and the internet of things lead to mass unemployment?"
426,2015-05,2014,7,"The coming 'tsunami of debt' and financial crisis in America<br><br>Crispr: is it a good idea to upgrade our DNA?<br><br>What would you pay to be happy?<br><br>Fossil fuels subsidised by $10m a minute, says IMF<br><br>Google a step closer to developing machines with human-like intelligence<br><br>Shell accused of strategy risking catastrophic climate change<br><br>Will automation and the internet of things lead to mass unemployment?"
